recall_at	dataset	method	param_name	param_value	recall	qps	source
200	dbpedia-entity	sindi	bk	3000	0.655439	100.548	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
200	dbpedia-entity	sindi	bk	4000	0.685332	78.0033	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
200	dbpedia-entity	sindi	bk	6000	0.723929	54.5681	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
200	dbpedia-entity	sindi	bk	10000	0.76637	34.3185	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
200	dbpedia-entity	sindi	bk	20000	0.809283	18.6545	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
200	dbpedia-entity	hnsw_sindi	point	200	0.732495	104.78	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw_sindi.txt
200	dbpedia-entity	hnsw_sindi	point	300	0.832602	74.2174	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw_sindi.txt
200	dbpedia-entity	hnsw_sindi	point	400	0.880471	58.4224	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw_sindi.txt
200	dbpedia-entity	hnsw_sindi	point	600	0.925653	41.2175	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw_sindi.txt
200	dbpedia-entity	hnsw_sindi	point	1000	0.959347	26.2067	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw_sindi.txt
200	dbpedia-entity	fhg	ef_search	200	0.837388	81.4923	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/fhg.txt
200	dbpedia-entity	fhg	ef_search	400	0.900128	44.49	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/fhg.txt
200	dbpedia-entity	fhg	ef_search	600	0.924786	31.0872	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/fhg.txt
200	dbpedia-entity	fhg	ef_search	1000	0.945792	19.9016	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/fhg.txt
200	dbpedia-entity	fhg	ef_search	2000	0.965054	10.3868	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/fhg.txt
200	dbpedia-entity	uhg	ef_search	200	0.892291	92.2457	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/uhg.txt
200	dbpedia-entity	uhg	ef_search	400	0.946178	48.2076	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/uhg.txt
200	dbpedia-entity	uhg	ef_search	600	0.963469	33.4684	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/uhg.txt
200	dbpedia-entity	uhg	ef_search	1000	0.978233	20.7456	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/uhg.txt
200	dbpedia-entity	uhg	ef_search	2000	0.989957	10.988	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/uhg.txt
