dataset	method	param_name	param_value	recall	qps	source
nq	uhg	ef_search	500	0.98782	48.5981	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/nq/uhg.txt
hotpotqa	hnsw	point	50	0.46938	369.839	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	hnsw	point	100	0.62944	207.802	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	hnsw	point	150	0.7081	145.605	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	hnsw	point	250	0.78818	92.5822	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	hnsw	point	400	0.84526	60.878	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	hnsw	point	500	0.8677	49.9519	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw.txt
hotpotqa	sindi	point	500	0.7517	239.915	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	sindi	point	750	0.79208	200.546	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	sindi	point	1000	0.81686	171.948	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	sindi	point	1500	0.84686	134.123	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	sindi	point	2500	0.88048	93.0765	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	sindi	point	5000	0.91724	52.9157	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/sindi.txt
hotpotqa	hnsw_sindi	point	50	0.7069	182.13	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw_sindi.txt
hotpotqa	hnsw_sindi	point	75	0.80864	151.129	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw_sindi.txt
hotpotqa	hnsw_sindi	point	100	0.86354	129.015	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw_sindi.txt
hotpotqa	hnsw_sindi	point	150	0.91958	99.6613	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw_sindi.txt
hotpotqa	hnsw_sindi	point	250	0.95964	69.97	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/hnsw_sindi.txt
hotpotqa	fhg	ef_search	50	0.72748	265.928	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/fhg.txt
hotpotqa	fhg	ef_search	100	0.81998	162.945	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/fhg.txt
hotpotqa	fhg	ef_search	150	0.8638	118.174	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/fhg.txt
hotpotqa	fhg	ef_search	250	0.90548	77.8745	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/fhg.txt
hotpotqa	fhg	ef_search	500	0.94392	43.0834	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/fhg.txt
hotpotqa	uhg	ef_search	50	0.83332	208.25	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/uhg.txt
hotpotqa	uhg	ef_search	100	0.91524	126.505	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/uhg.txt
hotpotqa	uhg	ef_search	150	0.94422	92.6347	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/uhg.txt
hotpotqa	uhg	ef_search	250	0.9672	60.125	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/uhg.txt
hotpotqa	uhg	ef_search	500	0.98492	33.0595	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/hotpotqa/uhg.txt
msmarco	hnsw	point	50	0.60944	778.086	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	hnsw	point	100	0.78062	460.101	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	hnsw	point	150	0.83958	332.159	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	hnsw	point	250	0.89282	214.207	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	hnsw	point	400	0.922	140.914	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	hnsw	point	500	0.93302	114.344	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw.txt
msmarco	sindi	point	500	0.7028	292.661	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	sindi	point	750	0.73564	237.959	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	sindi	point	1000	0.75706	203.387	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	sindi	point	1500	0.78488	155.325	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	sindi	point	2500	0.81378	105.708	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	sindi	point	5000	0.84968	59.1095	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/sindi.txt
msmarco	hnsw_sindi	point	50	0.7718	290.048	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw_sindi.txt
msmarco	hnsw_sindi	point	75	0.86232	253.242	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw_sindi.txt
msmarco	hnsw_sindi	point	100	0.902	225.443	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw_sindi.txt
msmarco	hnsw_sindi	point	150	0.93798	185.09	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw_sindi.txt
msmarco	hnsw_sindi	point	250	0.96454	136.274	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/hnsw_sindi.txt
msmarco	fhg	ef_search	50	0.59916	497.387	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/fhg.txt
msmarco	fhg	ef_search	100	0.7475	307.434	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/fhg.txt
msmarco	fhg	ef_search	150	0.7977	233.953	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/fhg.txt
msmarco	fhg	ef_search	250	0.86468	159.86	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/fhg.txt
msmarco	fhg	ef_search	500	0.91474	92.8968	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/fhg.txt
msmarco	uhg	ef_search	50	0.84566	393.826	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/uhg.txt
msmarco	uhg	ef_search	100	0.93318	268.289	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/uhg.txt
msmarco	uhg	ef_search	150	0.95562	203.783	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/uhg.txt
msmarco	uhg	ef_search	250	0.97228	137.993	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/uhg.txt
msmarco	uhg	ef_search	500	0.98414	75.7614	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/msmarco/uhg.txt
fever	hnsw	point	50	0.50452	375.604	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	hnsw	point	100	0.65508	206.284	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	hnsw	point	150	0.72422	143.776	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	hnsw	point	250	0.79392	89.8794	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	hnsw	point	400	0.844	58.3559	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	hnsw	point	500	0.8643	47.6745	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw.txt
fever	sindi	point	500	0.83056	217.653	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	sindi	point	750	0.86334	184.56	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	sindi	point	1000	0.88452	158.812	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	sindi	point	1500	0.90688	125.125	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	sindi	point	2500	0.93144	87.3155	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	sindi	point	5000	0.95518	50.4487	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/sindi.txt
fever	hnsw_sindi	point	50	0.75646	173.765	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw_sindi.txt
fever	hnsw_sindi	point	75	0.84794	143.869	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw_sindi.txt
fever	hnsw_sindi	point	100	0.89176	123.727	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw_sindi.txt
fever	hnsw_sindi	point	150	0.93438	96.3125	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw_sindi.txt
fever	hnsw_sindi	point	250	0.96422	66.5112	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/hnsw_sindi.txt
fever	fhg	ef_search	50	0.65332	258.504	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/fhg.txt
fever	fhg	ef_search	100	0.82144	144.006	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/fhg.txt
fever	fhg	ef_search	150	0.8832	102.965	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/fhg.txt
fever	fhg	ef_search	250	0.92384	67.4434	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/fhg.txt
fever	fhg	ef_search	500	0.95266	37.5511	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/fhg.txt
fever	uhg	ef_search	50	0.86758	197.906	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/uhg.txt
fever	uhg	ef_search	100	0.9375	118.259	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/uhg.txt
fever	uhg	ef_search	150	0.95812	85.3877	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/uhg.txt
fever	uhg	ef_search	250	0.97452	54.357	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/uhg.txt
fever	uhg	ef_search	500	0.98822	29.2257	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/fever/uhg.txt
dbpedia-entity	hnsw	point	50	0.566296	432.078	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	hnsw	point	100	0.723512	243.357	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	hnsw	point	150	0.790107	169.601	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	hnsw	point	250	0.850707	105.997	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	hnsw	point	400	0.890835	69.8938	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	hnsw	point	500	0.905311	56.9531	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw.txt
dbpedia-entity	sindi	point	500	0.602184	391.816	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	sindi	point	750	0.642827	304.253	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	sindi	point	1000	0.668437	248.302	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	sindi	point	1500	0.704283	182.287	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	sindi	point	2500	0.746938	119.16	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	sindi	point	5000	0.798201	65.1253	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/sindi.txt
dbpedia-entity	hnsw_sindi	point	50	0.716403	222.815	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
dbpedia-entity	hnsw_sindi	point	75	0.810835	173.735	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
dbpedia-entity	hnsw_sindi	point	100	0.857302	140.97	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
dbpedia-entity	hnsw_sindi	point	150	0.905953	127.093	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
dbpedia-entity	hnsw_sindi	point	250	0.943255	84.0864	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
dbpedia-entity	fhg	ef_search	50	0.790193	335.74	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/fhg.txt
dbpedia-entity	fhg	ef_search	100	0.855546	196.765	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/fhg.txt
dbpedia-entity	fhg	ef_search	150	0.884625	141.184	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/fhg.txt
dbpedia-entity	fhg	ef_search	250	0.918501	91.8559	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/fhg.txt
dbpedia-entity	fhg	ef_search	500	0.952291	49.9848	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/fhg.txt
dbpedia-entity	uhg	ef_search	50	0.855418	301.384	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/uhg.txt
dbpedia-entity	uhg	ef_search	100	0.92424	174.063	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/uhg.txt
dbpedia-entity	uhg	ef_search	150	0.947495	122.789	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/uhg.txt
dbpedia-entity	uhg	ef_search	250	0.966895	77.7573	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/uhg.txt
dbpedia-entity	uhg	ef_search	500	0.981199	40.7946	/tbase-project/vsag/scripts/UHG/results_50/mixed_alpha/dbpedia-entity/uhg.txt
